4.767270088195800781e-01,2.305027484893798828e+00,5.819811820983886719e-01,2.506823539733886719e-01
6.036012172698974609e-01,1.779958963394165039e+00,7.890640497207641602e-01,9.811439514160156250e-01
9.024715423583984375e-01,1.146438717842102051e+00,1.801493406295776367e+00,3.328931808471679688e+00
6.949183940887451172e-01,1.718551516532897949e+00,2.631741285324096680e+00,2.565494537353515625e+00
4.186403751373291016e-01,1.982546210289001465e+00,2.657840251922607422e-01,5.772209167480468750e-02
6.138188838958740234e-01,6.563166975975036621e-01,3.283298015594482422e-01,1.439332962036132812e-01
2.608382701873779297e-01,3.489868879318237305e+00,1.509242892265319824e+00,6.398468017578125000e-01
7.379968166351318359e-01,1.409918516874313354e-01,8.514690399169921875e-01,3.368000984191894531e-01
4.174053668975830078e-01,1.845897197723388672e+00,3.132538318634033203e+00,4.904518127441406250e-01
3.552198410034179688e-02,3.743092715740203857e-02,7.818288803100585938e-01,5.241880416870117188e-01
1.839125156402587891e-01,2.468902826309204102e+00,8.208749294281005859e-01,3.229125022888183594e+00
7.955181598663330078e-01,2.027381181716918945e+00,1.306560277938842773e+00,3.487457275390625000e+00
8.645510673522949219e-01,9.764199256896972656e-01,2.479561328887939453e+00,1.547009468078613281e+00
1.549315452575683594e-01,8.539450168609619141e-01,1.059374332427978516e+00,2.343182563781738281e-01
3.048489093780517578e-01,7.626783847808837891e-01,5.790781974792480469e-02,1.971833705902099609e+00
7.115817070007324219e-01,4.713414311408996582e-01,7.063746452331542969e-03,5.420904159545898438e-01
2.041974067687988281e-01,1.066231131553649902e+00,1.101977348327636719e+00,1.967120170593261719e-01
5.944728851318359375e-02,9.337029457092285156e-01,2.614332675933837891e+00,3.358483314514160156e+00
3.519792556762695312e-01,2.090580463409423828e+00,4.730396270751953125e-01,6.835417747497558594e-01
5.023231506347656250e-01,4.151475802063941956e-02,2.570500373840332031e+00,1.219455718994140625e+00
6.401238441467285156e-01,5.772661566734313965e-01,5.884408950805664062e-02,6.238126754760742188e-01
2.000279426574707031e-01,8.735041022300720215e-01,2.658828973770141602e+00,2.000794410705566406e+00
3.383874893188476562e-01,1.287337899208068848e+00,7.273230552673339844e-01,1.605109214782714844e+00
6.240708827972412109e-01,5.362511277198791504e-01,1.339355230331420898e+00,7.026309967041015625e-01
1.837997436523437500e-01,3.038686513900756836e+00,2.459640741348266602e+00,1.045476913452148438e+00
1.913414001464843750e-01,8.774316310882568359e-01,2.383460044860839844e+00,3.344298362731933594e+00
3.316977024078369141e-01,1.057803392410278320e+00,1.114772558212280273e+00,3.002924919128417969e-01
3.198328018188476562e-01,1.024289727210998535e+00,2.805489063262939453e+00,2.965406417846679688e+00
3.237931728363037109e-01,1.419570803642272949e+00,2.502541303634643555e+00,7.149372100830078125e-01
4.656839370727539062e-01,1.817662715911865234e+00,9.454760551452636719e-01,1.929273128509521484e+00
4.041862487792968750e-02,1.534294486045837402e+00,1.142370223999023438e+00,1.236154556274414062e+00
6.386976242065429688e-01,3.064307928085327148e+00,3.940546989440917969e+00,1.092488288879394531e+00
1.728858947753906250e-01,4.095770359039306641e+00,1.230546712875366211e+00,1.488574981689453125e+00
2.376742362976074219e-01,1.302205026149749756e-01,4.758659601211547852e-01,6.723585128784179688e-01
8.522939682006835938e-02,5.355722904205322266e-01,4.422001838684082031e+00,7.256293296813964844e-01
7.001223564147949219e-01,6.301938891410827637e-01,6.280584335327148438e-01,7.133960723876953125e-01
2.123832702636718750e-03,6.683979034423828125e-01,3.077563285827636719e+00,7.243280410766601562e-01
1.431741714477539062e-01,1.137491464614868164e+00,2.652881145477294922e+00,4.478068351745605469e-01
5.054745674133300781e-01,1.085813879966735840e+00,1.509175181388854980e+00,1.717957973480224609e+00
8.128151893615722656e-01,2.844467461109161377e-01,9.654151201248168945e-01,1.964625358581542969e+00
3.021872043609619141e-01,9.901280403137207031e-01,2.381727695465087891e+00,2.845743656158447266e+00
5.696802139282226562e-01,1.509470462799072266e+00,8.506975173950195312e-01,9.293456077575683594e-01
1.299290657043457031e-01,8.471824526786804199e-01,1.171750783920288086e+00,2.251445770263671875e+00
2.528500556945800781e-02,3.288615942001342773e-01,7.114869356155395508e-01,1.953157424926757812e+00
5.318858623504638672e-01,1.336353898048400879e+00,9.866421222686767578e-01,4.404613018035888672e+00
7.108492851257324219e-01,1.848739981651306152e+00,6.341466903686523438e-01,8.110032081604003906e-01
